Date,bitcoin,ethereum,ripple,dash,litecoin,monero,ethereum-classic,nem,augur,^IXIC,^RUT,^DJI,^GSPC,trend_bitcoin
2017-09-16,3625.04,246.52,0.179082,298.86,48.26,95.29,9.93,0.207831,17.67,6450.526855666667,1434.8332926666667,22289.343098999998,2501.4433590000003,16.714285714285715
2017-09-17,3582.88,251.75,0.178393,313.84,48.49,93.74,10.02,0.204067,17.64,6452.583496333333,1437.9566243333334,22310.346354,2502.656738,16.0
2017-09-18,4065.20,293.50,0.189768,333.00,55.53,100.57,11.79,0.248516,19.02,6454.640136999999,1441.079956,22331.349609,2503.8701170000004,15.428571428571429
2017-09-19,3924.97,282.80,0.184041,324.26,52.84,97.72,11.48,0.237664,18.46,6461.319824,1440.400024,22370.800781,2506.649902,14.857142857142858
2017-09-20,3905.95,283.74,0.182078,342.43,51.73,95.57,11.25,0.231746,18.50,6456.040039,1445.420044,22412.589844,2508.23999,14.285714285714286
2017-09-21,3631.04,258.58,0.171754,330.05,46.61,86.24,10.07,0.210871,17.13,6422.689941,1444.180054,22359.230469,2500.600098,13.714285714285715
2017-09-22,3630.70,264.31,0.173510,346.58,48.09,88.17,10.26,0.210635,17.01,6426.919922,1450.780029,22349.589844,2502.219971,13.142857142857142
2017-09-23,3792.40,286.17,0.177882,350.79,49.27,91.85,10.61,0.222205,18.00,6408.143229333334,1451.1733396666666,22331.756510666666,2500.366618,12.571428571428571
2017-09-24,3682.84,282.48,0.175787,331.85,47.62,89.50,10.44,0.216154,17.84,6389.366536666666,1451.5666503333334,22313.92317733333,2498.513265,12.0
2017-09-25,3926.07,292.33,0.181487,345.09,51.58,93.64,10.86,0.232506,18.81,6370.589844,1451.959961,22296.089844,2496.659912,12.0
2017-09-26,3892.35,287.44,0.186119,339.10,51.55,93.13,11.24,0.228646,18.82,6380.160156,1456.859985,22284.320313,2496.840088,12.0
2017-09-27,4200.67,306.47,0.203299,346.43,56.28,101.04,12.65,0.243301,20.98,6453.259765999999,1484.810059,22340.710938,2507.040039,12.0
2017-09-28,4174.73,299.15,0.196131,338.25,54.09,97.23,12.73,0.238268,22.23,6453.450195,1488.790039,22381.199219,2510.060059,12.0
2017-09-29,4163.07,291.47,0.193606,327.70,52.62,94.50,12.52,0.237538,20.64,6495.959961,1490.859985,22405.089844,2519.360107,12.0
2017-09-30,4338.71,301.46,0.197529,327.14,55.14,95.76,12.98,0.235162,21.19,6502.880045666667,1497.0633136666668,22455.926432333334,2522.6134436666666,12.0
2017-10-01,4403.74,302.34,0.206532,315.80,54.54,93.22,12.74,0.246180,20.66,6509.800130333333,1503.2666423333333,22506.763020666665,2525.8667803333337,12.0
2017-10-02,4409.32,297.48,0.202676,308.69,53.38,91.54,12.44,0.231441,19.37,6516.720215,1509.469971,22557.599609,2529.1201170000004,13.0
2017-10-03,4317.48,292.46,0.203318,296.24,52.35,92.96,12.41,0.222740,19.44,6531.709961,1511.969971,22641.669922,2534.580078,14.0
2017-10-04,4229.36,292.66,0.214774,305.46,51.40,90.41,11.97,0.218456,18.99,6534.629883,1507.76001,22661.640625,2537.73999,15.0
2017-10-05,4328.41,295.86,0.237016,305.40,51.67,91.86,11.95,0.211072,19.02,6585.359863000001,1512.089966,22775.390625,2552.070068,16.0
2017-10-06,4370.81,308.59,0.234039,306.88,52.12,91.19,12.34,0.211324,19.61,6590.180176,1510.219971,22773.669922,2549.330078,17.0
2017-10-07,4426.89,311.12,0.238610,310.49,52.58,91.70,12.28,0.212189,20.13,6586.696777333334,1508.0000003333332,22769.470052333334,2547.796712,18.0
2017-10-08,4610.48,308.61,0.279944,302.48,53.14,89.77,12.12,0.194807,19.12,6583.213378666666,1505.7800296666667,22765.270182666667,2546.263346,19.0
2017-10-09,4772.02,297.39,0.251825,283.67,50.16,85.49,11.50,0.194931,17.81,6579.72998,1503.560059,22761.070313,2544.72998,19.0
2017-10-10,4781.99,299.87,0.260733,291.27,50.72,86.82,11.54,0.209909,18.77,6587.25,1508.01001,22830.679688,2550.639893,19.0
2017-10-11,4826.48,303.46,0.264439,298.40,50.89,87.42,11.49,0.214811,18.61,6603.549805,1506.920044,22872.890625,2555.23999,19.0
2017-10-12,5446.91,304.14,0.248414,291.91,60.11,87.09,11.96,0.206147,18.23,6591.509765999999,1505.160034,22841.009766,2550.929932,19.0
2017-10-13,5647.21,338.76,0.260489,310.38,59.43,95.13,12.18,0.211569,18.38,6605.799805,1502.660034,22871.720703,2553.169922,19.0
2017-10-14,5831.79,339.63,0.257320,316.69,63.95,100.23,12.26,0.210581,18.95,6611.866536666666,1502.6667073333333,22900.134114666667,2554.6599123333335,19.0
2017-10-15,5678.19,336.60,0.263983,309.51,65.47,94.87,11.95,0.207300,18.66,6617.933268333333,1502.6733806666666,22928.547526333332,2556.1499026666665,19.0
2017-10-16,5725.59,333.38,0.256232,302.21,64.62,95.90,11.89,0.223181,19.09,6624.0,1502.680054,22956.960938,2557.639893,19.142857142857142
2017-10-17,5605.51,317.08,0.232064,299.88,59.48,91.28,11.92,0.218207,18.70,6623.660156,1497.5,22997.439453,2559.360107,19.285714285714285
2017-10-18,5590.69,314.32,0.218520,297.26,60.73,89.54,11.53,0.220316,18.34,6624.220215,1505.140015,23157.599609,2561.26001,19.428571428571427
2017-10-19,5708.52,308.09,0.215150,295.47,59.74,88.62,11.34,0.220531,18.15,6605.069824,1502.040039,23163.039063,2562.100098,19.571428571428573
2017-10-20,6011.45,304.01,0.210549,289.19,60.33,90.54,11.22,0.215947,17.56,6629.049805,1509.25,23328.630859,2575.209961,19.714285714285715
2017-10-21,6031.60,300.19,0.211016,277.86,58.20,88.12,10.92,0.212676,16.84,6614.976562666667,1505.3299966666666,23310.407552,2571.7999673333334,19.857142857142858
2017-10-22,6008.42,295.45,0.204177,275.70,56.81,86.58,10.83,0.211949,16.85,6600.903320333333,1501.4099933333334,23292.184245,2568.3899736666667,20.0
2017-10-23,5930.32,286.95,0.196928,284.23,54.92,85.21,10.28,0.199053,16.29,6586.830078,1497.48999,23273.960938,2564.97998,21.0
2017-10-24,5526.64,298.33,0.206644,293.20,55.96,88.40,10.60,0.212616,17.66,6598.430176,1500.420044,23441.759766,2569.1298829999996,22.0
2017-10-25,5750.80,297.93,0.204604,289.14,56.49,88.13,10.63,0.206495,17.94,6563.890136999999,1493.47998,23329.460938,2557.149902,23.0
2017-10-26,5904.83,296.53,0.203628,286.13,55.74,88.58,10.50,0.199005,17.90,6556.77002,1497.459961,23400.859375,2560.399902,24.0
2017-10-27,5780.90,297.42,0.202785,280.48,55.33,86.75,10.38,0.197940,17.54,6701.259765999999,1508.319946,23434.189453,2581.070068,25.0
2017-10-28,5753.09,296.30,0.201835,275.69,54.69,86.31,10.55,0.197236,17.27,6700.493164333333,1502.5133053333334,23405.70638,2578.3234046666666,26.0
2017-10-29,6153.85,305.09,0.202785,283.93,57.11,88.65,10.86,0.201337,17.70,6699.726562666666,1496.7066646666667,23377.223307,2575.5767413333333,27.0
2017-10-30,6130.53,307.75,0.202711,285.94,56.39,88.84,10.87,0.200415,17.17,6698.959961,1490.900024,23348.740234,2572.830078,27.142857142857142
2017-10-31,6468.40,305.88,0.200558,279.15,55.75,87.64,10.62,0.186771,17.59,6727.669922,1502.530029,23377.240234,2575.26001,27.285714285714285
2017-11-01,6767.31,291.69,0.194124,271.56,53.18,85.72,10.26,0.166645,16.95,6716.529785,1492.780029,23435.009766,2579.360107,27.428571428571427
2017-11-02,7078.50,287.43,0.205861,265.31,54.74,83.76,10.24,0.166887,16.18,6714.939941,1496.550049,23516.259766,2579.850098,27.571428571428573
2017-11-03,7207.76,305.71,0.208133,278.59,56.18,87.99,12.66,0.171728,17.83,6764.439941,1494.910034,23539.189453,2587.840088,27.714285714285715
2017-11-04,7379.95,300.47,0.203750,274.68,55.04,87.30,11.89,0.170845,17.42,6771.773274333333,1495.9266763333333,23542.266276,2588.936686333333,27.857142857142858
2017-11-05,7407.41,296.26,0.202055,273.17,54.75,86.35,13.24,0.180309,16.61,6779.106607666667,1496.9433186666668,23545.343099,2590.0332846666665,28.0
2017-11-06,7022.76,298.89,0.205990,275.68,55.17,102.92,14.33,0.186642,16.89,6786.439941,1497.959961,23548.419922,2591.1298829999996,28.285714285714285
2017-11-07,7144.38,294.66,0.210354,293.38,61.30,99.76,13.92,0.180246,17.04,6767.779785,1479.089966,23557.230469,2590.639893,28.571428571428573
2017-11-08,7459.69,309.07,0.217437,316.33,62.57,113.31,14.02,0.194292,18.38,6789.120117,1481.72998,23563.359375,2594.3798829999996,28.857142857142858
2017-11-09,7143.58,320.88,0.217488,326.01,64.27,120.78,14.21,0.220927,19.12,6750.049805,1475.02002,23461.939453,2584.6201170000004,29.142857142857142
2017-11-10,6618.14,299.25,0.206483,329.57,59.26,105.59,14.60,0.192903,17.69,6750.939941,1475.27002,23422.210938,2582.300049,29.428571428571427
2017-11-11,6357.60,314.68,0.210430,346.06,62.30,119.62,19.42,0.192428,18.21,6753.159993333334,1475.2033286666667,23428.040365,2583.1467286666666,29.714285714285715
2017-11-12,5950.07,307.91,0.197339,536.12,59.01,123.86,15.18,0.180406,17.45,6755.380045666667,1475.1366373333333,23433.869791999998,2583.9934083333333,30.0
2017-11-13,6559.49,316.72,0.203442,427.37,61.40,123.40,16.11,0.192662,18.23,6757.600098000001,1475.069946,23439.699219,2584.840088,29.571428571428573
2017-11-14,6635.75,337.63,0.209825,427.54,62.68,122.35,17.87,0.194469,18.86,6737.870117,1471.26001,23409.470703,2578.8701170000004,29.142857142857142
2017-11-15,7315.54,333.36,0.212956,424.41,63.82,121.37,17.55,0.193879,19.22,6706.209961,1464.089966,23271.279297,2564.6201170000004,28.714285714285715
2017-11-16,7871.69,330.92,0.227107,418.18,71.06,120.31,16.88,0.196787,19.78,6793.290039,1486.880005,23458.359375,2585.639893,28.285714285714285
2017-11-17,7708.99,332.39,0.226581,424.98,67.57,126.70,17.24,0.192635,19.26,6782.790039,1492.819946,23358.240234,2578.850098,27.857142857142858
2017-11-18,7790.15,347.61,0.228627,454.74,69.64,130.80,17.72,0.196271,19.74,6785.430013,1496.3466386666666,23382.270182,2579.9466963333334,27.42857142857143
2017-11-19,8036.49,354.39,0.231016,442.31,71.59,129.48,17.92,0.201947,20.20,6788.069987,1499.8733313333335,23406.30013,2581.0432946666665,27.0
2017-11-20,8200.64,366.73,0.238759,486.54,72.25,135.76,18.39,0.213041,20.99,6790.709961,1503.400024,23430.330078,2582.139893,32.42857142857143
2017-11-21,8071.26,360.40,0.233271,494.21,70.03,141.74,17.80,0.202712,21.13,6862.47998,1518.890015,23590.830078,2599.030029,37.85714285714286
2017-11-22,8253.55,380.65,0.238859,578.85,71.89,165.95,17.99,0.203891,25.12,6867.359863,1516.76001,23526.179688,2597.080078,43.285714285714285
2017-11-23,8038.77,410.17,0.242402,566.68,73.22,158.61,18.23,0.201437,25.77,6878.2600095,1517.960022,23542.084961,2599.75,48.714285714285715
2017-11-24,8253.69,474.91,0.244642,566.63,77.97,160.03,21.45,0.209109,28.55,6889.160156,1519.160034,23557.990234,2602.419922,54.142857142857146
2017-11-25,8790.92,466.28,0.252393,643.57,88.82,168.44,21.71,0.218506,28.34,6885.613444,1517.2100423333334,23565.586588333335,2602.0865886666666,59.57142857142857
2017-11-26,9330.55,471.33,0.248818,621.62,85.93,163.37,22.22,0.213886,27.21,6882.066732,1515.2600506666665,23573.182942666666,2601.7532553333335,65.0
2017-11-27,9818.35,480.36,0.253927,632.30,91.60,173.39,25.75,0.226282,28.78,6878.52002,1513.310059,23580.779297,2601.419922,68.85714285714286
2017-11-28,10058.80,472.90,0.299152,626.42,96.03,203.21,33.98,0.248682,28.56,6912.359863,1536.430054,23836.710938,2627.040039,72.71428571428571
2017-11-29,9888.61,427.52,0.243064,677.39,85.57,168.15,25.42,0.218286,24.28,6824.390137,1542.300049,23940.679688,2626.070068,76.57142857142857
2017-11-30,10233.60,447.11,0.250878,786.93,88.33,180.14,28.19,0.226677,26.01,6873.970215,1544.140015,24272.349609,2647.580078,80.42857142857143
2017-12-01,10975.60,466.54,0.255699,797.53,99.00,190.94,31.20,0.239571,26.67,6847.589844,1537.02002,24231.589844,2642.219971,84.28571428571428
2017-12-02,11074.60,463.45,0.255492,778.43,100.28,203.03,30.80,0.252322,29.32,6823.516601666667,1535.483358,24251.076823,2641.2932943333335,88.14285714285714
2017-12-03,11323.20,465.85,0.252558,768.88,101.26,200.05,30.46,0.275915,35.46,6799.443359333333,1533.946696,24270.563802,2640.3666176666666,92.0
2017-12-04,11657.20,470.20,0.253571,774.01,104.24,210.24,30.40,0.285884,37.22,6775.370117,1532.410034,24290.050781,2639.439941,91.14285714285714
2017-12-05,11916.70,463.28,0.246101,756.36,102.40,269.48,30.39,0.301329,35.58,6762.209961,1516.76001,24180.640625,2629.570068,90.28571428571429
2017-12-06,14291.50,428.59,0.232544,700.07,100.35,278.69,27.86,0.270295,30.89,6776.379883,1508.880005,24140.910156,2629.27002,89.42857142857143
2017-12-07,17899.70,434.41,0.222823,697.90,98.29,280.86,26.82,0.236283,27.72,6812.839844,1520.469971,24211.480469,2636.97998,88.57142857142857
2017-12-08,16569.40,456.03,0.252125,726.67,124.85,276.74,30.05,0.639449,29.97,6840.080078,1521.719971,24329.160156,2651.5,87.71428571428571
2017-12-09,15178.20,473.50,0.244708,723.61,155.24,262.53,29.09,0.445482,29.09,6851.746744666667,1521.0933026666667,24348.116536333335,2654.329996666667,86.85714285714286
2017-12-10,15455.40,441.72,0.237333,688.67,148.66,245.33,26.51,0.393966,28.07,6863.413411333333,1520.4666343333333,24367.072916666668,2657.159993333333,86.0
2017-12-11,16936.80,515.14,0.251691,765.40,214.20,279.67,27.64,0.490530,30.81,6875.080078,1519.839966,24386.029297,2659.98999,88.0
2017-12-12,17415.40,651.43,0.373541,932.03,316.16,308.07,30.32,0.534018,34.23,6862.319823999999,1516.119995,24504.800781,2664.110107,90.0
2017-12-13,16408.20,702.77,0.471063,886.88,302.60,305.75,29.72,0.523858,34.97,6875.799805,1524.449951,24585.429688,2662.850098,92.0
2017-12-14,16564.00,695.82,0.864263,941.11,279.33,325.21,31.96,0.610045,36.84,6856.529785,1506.949951,24508.660156,2652.01001,94.0
2017-12-15,17706.90,684.45,0.756181,900.52,299.78,312.32,32.09,0.592682,36.40,6936.580078,1530.420044,24651.740234,2675.810059,96.0
2017-12-16,19497.40,696.21,0.758642,1001.51,298.97,327.32,34.78,0.657999,41.68,6955.973307333333,1536.5867106666667,24698.559895666665,2680.5933433333335,98.0
2017-12-17,19140.80,719.98,0.728366,1105.92,318.72,351.37,34.79,0.687827,42.93,6975.366536666666,1542.7533773333332,24745.379557333334,2685.3766276666665,100.0
2017-12-18,19114.20,794.64,0.778407,1167.12,358.34,381.51,39.40,0.846193,56.43,6994.759765999999,1548.920044,24792.199219,2690.159912,94.42857142857143
2017-12-19,17776.70,826.82,0.791257,1186.63,350.25,377.24,40.27,0.942962,108.47,6963.850098000001,1536.75,24754.75,2681.469971,88.85714285714286
2017-12-20,16624.60,819.09,0.775964,1550.85,314.62,469.20,44.05,0.918996,88.71,6960.959961,1540.079956,24726.650391,2679.25,83.28571428571428
2017-12-21,15802.90,821.06,1.19,1434.82,317.46,417.98,42.10,0.998102,83.99,6965.359863,1547.109985,24782.289063,2684.570068,77.71428571428572
2017-12-22,13831.80,674.86,1.14,1179.01,264.93,346.11,30.96,0.816177,61.49,6959.959961,1542.930054,24754.060547,2683.340088,72.14285714285714
2017-12-23,14699.20,719.39,1.17,1275.50,288.27,382.04,32.73,0.927166,73.50,6954.032470749999,1543.2550354999998,24752.09814475,2682.6300659999997,66.57142857142857
2017-12-24,13925.80,694.15,1.04,1184.69,275.98,337.06,30.78,1.04,69.52,6948.1049805,1543.580017,24750.135742500002,2681.920044,61.0
2017-12-25,14026.60,765.83,1.12,1175.89,273.39,360.78,32.35,1.01,71.35,6942.17749025,1543.9049985000001,24748.17334025,2681.210022,58.857142857142854
2017-12-26,16099.80,773.84,1.19,1222.83,286.50,381.54,32.90,0.988380,86.21,6936.25,1544.22998,24746.210938,2680.5,56.714285714285715
2017-12-27,15838.50,762.84,1.40,1189.89,272.17,421.85,32.14,0.944464,80.54,6939.339844,1543.939941,24774.300781,2682.6201170000004,54.57142857142857
2017-12-28,14606.50,737.02,1.43,1160.57,249.93,378.90,29.53,0.909741,74.24,6950.160156,1548.930054,24837.509766,2687.540039,52.42857142857143
2017-12-29,14656.20,753.59,2.21,1147.95,245.50,377.37,30.03,1.06,76.52,6903.390137,1535.51001,24719.220703,2673.610107,50.285714285714285
2017-12-30,12952.20,717.26,2.16,1011.47,218.96,330.80,26.92,0.926883,65.83,6929.26757825,1539.13501,24745.41796875,2679.160095,48.14285714285714
2017-12-31,14156.40,756.73,2.30,1051.68,232.10,349.03,28.00,1.03,70.07,6955.1450195,1542.76001,24771.6152345,2684.710083,46.0
2018-01-01,13657.20,772.64,2.39,1053.98,229.03,358.99,34.17,1.04,74.48,6981.0224607499995,1546.38501,24797.81250025,2690.2600709999997,46.0
2018-01-02,14982.10,884.44,2.48,1217.72,255.68,383.42,34.92,1.16,79.47,7006.899901999999,1550.01001,24824.009766,2695.810059,46.0
2018-01-03,15201.00,962.72,3.11,1170.74,245.37,412.06,34.86,1.79,77.47,7065.529785,1552.579956,24922.679688,2713.060059,46.0
2018-01-04,15599.20,980.92,3.20,1229.79,241.37,403.05,36.32,1.64,73.70,7077.910156,1555.719971,25075.130859,2723.98999,46.0
2018-01-05,17429.50,997.72,3.05,1152.41,249.27,384.94,36.20,1.59,72.81,7136.560059,1560.01001,25295.869141,2743.149902,46.0
2018-01-06,17527.00,1041.68,3.09,1265.03,296.45,452.77,38.42,1.65,77.53,7143.503418333334,1560.6100263333333,25291.579427333334,2744.6699216666666,46.0
2018-01-07,16477.60,1153.17,3.38,1285.43,288.45,459.33,40.79,1.84,80.21,7150.446777666667,1561.2100426666666,25287.289713666665,2746.1899413333335,46.0
2018-01-08,15170.10,1148.53,2.46,1087.75,255.76,405.07,34.19,1.65,98.12,7157.390137,1561.810059,25283.0,2747.709961,47.42857142857143
2018-01-09,14595.40,1299.74,2.10,1111.86,247.04,413.33,38.32,1.54,91.86,7163.580078,1560.099976,25385.800781,2751.290039,48.857142857142854
2018-01-10,14973.30,1255.82,1.97,1106.36,250.52,407.74,36.95,1.45,102.98,7153.569823999999,1559.800049,25369.130859,2748.22998,50.285714285714285
2018-01-11,13405.80,1154.93,1.95,1007.88,229.37,355.59,32.79,1.31,101.93,7211.779785,1586.790039,25574.730469,2767.560059,51.714285714285715
2018-01-12,13980.60,1273.20,2.04,1054.87,236.86,394.78,36.40,1.44,105.46,7261.060059,1591.969971,25803.189453,2786.23999,53.142857142857146
2018-01-13,14360.20,1396.42,2.02,1100.26,259.19,420.05,42.39,1.51,106.15,7251.7175295,1587.219971,25800.6069335,2783.784973,54.57142857142857
2018-01-14,13772.00,1366.77,1.86,1014.07,238.68,399.52,42.96,1.39,94.86,7242.375,1582.469971,25798.024414,2781.329956,56.0
2018-01-15,13819.80,1291.92,1.68,939.19,232.77,414.57,40.50,1.39,90.88,7233.0324705,1577.719971,25795.4418945,2778.8749390000003,53.285714285714285
2018-01-16,11490.50,1053.69,1.18,759.62,188.33,320.04,28.46,1.03,67.62,7223.689941,1572.969971,25792.859375,2776.419922,50.57142857142857
2018-01-17,11188.60,1014.25,1.31,793.57,186.52,319.19,29.12,1.02,64.45,7298.279785,1586.660034,26115.650391,2802.560059,47.85714285714286
2018-01-18,11474.90,1036.28,1.60,835.49,192.84,316.47,30.19,1.08,64.67,7296.049805,1576.72998,26017.810547,2798.030029,45.14285714285714
2018-01-19,11607.40,1039.10,1.55,846.16,192.96,364.62,31.70,1.10,77.58,7336.379883,1597.630005,26071.720703,2810.300049,42.42857142857143
