,CombinacionStocksEmpresas_n512_loss,CombinacionStocksEmpresas_n512_val_loss
0,0.0011873659950802256,0.18526839544950438
1,0.0026619081993487256,0.18474324921931118
2,0.0018870052241735653,0.19016128889292724
3,0.0012396085109707923,0.17057760072148537
4,0.0013194912948360866,0.15658498364539186
5,0.0013680715741174034,0.1518345004763485
6,0.0011506081411561135,0.14396237686645885
7,0.0010148021219344426,0.13305923441224846
8,0.000984344091689722,0.12442224996149047
9,0.000904310246436926,0.11682281292174473
10,0.0007999422998467752,0.10820599614588683
11,0.0007297050867860845,0.09973522448096393
12,0.0006639225550827163,0.09191908939810824
13,0.0005886616793361085,0.0840841927065337
14,0.0005230652283846346,0.0763795557470361
15,0.00046409718492183805,0.06911233898775637
16,0.0004059519182913744,0.06208951389494021
17,0.00035515061939473856,0.055417191175636184
18,0.0003095715771398453,0.04923688118492276
19,0.0002681163590870921,0.043476071578165715
20,0.00023321002579394204,0.038223469029527064
21,0.00020336197623752118,0.03351359100134905
22,0.00017832567619952596,0.029317777573077148
23,0.00015804542142951723,0.02565515344608421
24,0.00014176921272450243,0.022483248417535105
25,0.0001285941559390342,0.01978548791659765
26,0.0001180270000761144,0.017500897269111033
27,0.00010949666544502555,0.015592429371288985
28,0.00010211899307025366,0.014002779714208989
29,9.590265396905463e-05,0.012682280680241664
30,9.004059242862008e-05,0.011587568651115106
31,8.479773652862973e-05,0.010671627215179037
32,7.9677356281972e-05,0.00990374993594471
33,7.488623199876674e-05,0.009249617114724698
34,7.02371893687297e-05,0.008687930012291128
35,6.585767791387124e-05,0.008196792649951849
36,6.16723326639049e-05,0.0077626946389921445
37,5.7761905443554455e-05,0.007372585771805491
38,5.4100389935822835e-05,0.007018534943830868
39,5.069484021168294e-05,0.006693531501237765
40,4.7555124874934863e-05,0.006392984254639749
41,4.4663619632016834e-05,0.00611355975809053
42,4.201958197446094e-05,0.005852552688842223
43,3.961006707169331e-05,0.005608367006302126
44,3.7418087907828206e-05,0.005379308500011597
45,3.5431922975281056e-05,0.0051644915476256655
46,3.36366154307361e-05,0.0049627727967463744
47,3.201654180884361e-05,0.004773459331832887
48,3.0558269850001476e-05,0.0045957204747236954
49,2.924619749580964e-05,0.0044288268459052585
50,2.806748935571787e-05,0.004272145500083354
51,2.7009286708006066e-05,0.004124834606316218
52,2.605742476649644e-05,0.003986455630972858
53,2.520233390310179e-05,0.003856306233681923
54,2.4431263453092364e-05,0.0037338660495001667
55,2.3734798447579175e-05,0.003618581765061937
56,2.310390328971115e-05,0.0035098381532925713
57,2.2529266347236977e-05,0.003407207690949036
58,2.200443580003902e-05,0.0033101613810362896
59,2.1520819674219074e-05,0.0032183665047161095
60,2.1074141570788324e-05,0.0031313410756170505
61,2.065747144077866e-05,0.0030487727504685397
62,2.0267004890402025e-05,0.0029703164800293437
63,1.9898427006199742e-05,0.0028956328568718404
64,1.9548069683292282e-05,0.002824459280741732
65,1.921330443689261e-05,0.0027565077035726347
66,1.8891117457119547e-05,0.0026915340591991735
67,1.8580044652931853e-05,0.002629294754814141
68,1.8278394634777697e-05,0.0025695637849829167
69,1.7984172828160687e-05,0.002512210375852575
70,1.7696864323782896e-05,0.0024570387745784087
71,1.7415344745665404e-05,0.0024039050013842907
72,1.7138887610486593e-05,0.002352676046473428
73,1.6867077136354537e-05,0.002303225650213474
74,1.659947619455951e-05,0.0022554458657756816
75,1.633576644692293e-05,0.002209240141563302
76,1.6075776938506794e-05,0.00216452219458066
77,1.5819422823226866e-05,0.0021212095931588
78,1.5566470127933744e-05,0.0020792437496033214
79,1.531697787206874e-05,0.0020385613214717177
80,1.5070953121127883e-05,0.001999113703923962
81,1.4828230301976543e-05,0.001960848841993215
82,1.4589022311539782e-05,0.0019237243470327913
83,1.4353281826027169e-05,0.0018877081730795547
84,1.4120992700028627e-05,0.0018527729692676465
85,1.3892243056815917e-05,0.0018188961385172014
86,1.3667133737553665e-05,0.0017860449084719596
87,1.3445527010168187e-05,0.0017542078694682722
88,1.3227552939918323e-05,0.0017233642938061934
89,1.301321035423239e-05,0.001693492212663751
90,1.280259032284433e-05,0.001664574789114235
91,1.2595693567336715e-05,0.001636607850486151
92,1.2392497267660662e-05,0.0016095687179202753
93,1.2193103197024951e-05,0.0015834536574673185
94,1.1997507266461665e-05,0.001558249898077843
95,1.1805612543378456e-05,0.001533950804078505
96,1.1617469538555458e-05,0.0015105474374664963
97,1.143317329043076e-05,0.0014880187549697588
98,1.1252633901842108e-05,0.0014663646045748975
99,1.1075779244598108e-05,0.0014455770007681008
100,1.090273273938474e-05,0.0014256383850400852
101,1.0733628420164993e-05,0.0014065348837632408
102,1.056815787052066e-05,0.0013882663574316038
103,1.040639415068729e-05,0.0013708206440114286
104,1.0248404578305781e-05,0.001354184348043824
105,1.0094140987739367e-05,0.0013383452247535763
106,9.943544630140204e-06,0.0013232959313164195
107,9.796620225860961e-06,0.0013090218879159325
108,9.653336265795933e-06,0.0012955111374478203
109,9.513617915819083e-06,0.0012827535844908272
110,9.377548533750598e-06,0.0012707304380726347
111,9.245052067793845e-06,0.0012594314728871234
112,9.11605297727318e-06,0.0012488451416889006
113,8.990521722402007e-06,0.0012389566529973234
114,8.868440173418177e-06,0.0012297499944140349
115,8.749790892076164e-06,0.0012212120033107882
116,8.63454313595175e-06,0.001213328256695108
117,8.522640155582142e-06,0.0012060824285207454
118,8.41401313002941e-06,0.0011994617871847774
119,8.308646334806641e-06,0.0011934486568004879
120,8.206481637417778e-06,0.0011880294023435716
121,8.107516256763315e-06,0.0011831874707097974
122,8.011642782270624e-06,0.0011789055294857537
123,7.918828457097469e-06,0.0011751689574842857
124,7.829045440182898e-06,0.001171961255479327
125,7.74223785397639e-06,0.0011692660983867388
126,7.65836777781042e-06,0.0011670670841535753
127,7.577383235190256e-06,0.0011653481388064332
128,7.499210729924212e-06,0.0011640923397908034
129,7.423786281690786e-06,0.001163283005079701
130,7.351050713202485e-06,0.0011629044667101841
131,7.280975830123552e-06,0.001162939438450127
132,7.213534377678875e-06,0.0011633724293648457
133,7.148673214318524e-06,0.0011641861676538656
134,7.086322737390114e-06,0.0011653647303950688
135,7.026410976548445e-06,0.0011668903329832988
136,6.968844900256954e-06,0.0011687473680685497
137,6.913570758130417e-06,0.001170920973936142
138,6.860564873240645e-06,0.0011733958751640537
139,6.809793346239666e-06,0.0011761570512894388
140,6.7612298844624615e-06,0.0011791884023619216
